,lat,long,altitude,datetime,timedelta,distance,velocity,acceleration,trajectory_id,labels,v_ave,v_med,v_max,a_ave,a_med,a_max,path number
17,39.896129,116.357652,0.0,2010-11-28 13:23:20,0 days 00:00:05,13.661298068076183,2.732259613615237,-0.02413746738777043,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
18,39.896006,116.357656,0.0,2010-11-28 13:23:25,0 days 00:00:05,13.057861383381923,2.6115722766763847,0.2818036597370311,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
19,39.895911,116.357566,0.0,2010-11-28 13:23:30,0 days 00:00:05,20.1029528768077,4.02059057536154,0.3018261938761345,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
20,39.895958,116.357339,0.0,2010-11-28 13:23:35,0 days 00:00:05,27.648607723711063,5.529721544742213,0.44443766588919187,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
21,39.896026,116.357028,0.0,2010-11-28 13:23:40,0 days 00:00:05,38.75954937094086,7.751909874188172,-0.12031869982087731,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
22,39.895809,116.356673,0.0,2010-11-28 13:23:45,0 days 00:00:05,35.75158187541893,7.1503163750837855,-0.21648279393729677,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
23,39.895813,116.356255,0.0,2010-11-28 13:23:50,0 days 00:00:05,30.339512026986508,6.067902405397302,-0.14166826305152008,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
24,39.895764,116.355906,0.0,2010-11-28 13:23:55,0 days 00:00:05,26.797805450698505,5.359561090139701,-0.6757027100850631,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
25,39.895894,116.355642,0.0,2010-11-28 13:24:00,0 days 00:00:05,9.905237698571929,1.9810475397143859,0.05594526537099291,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
26,39.895952,116.355554,0.0,2010-11-28 13:24:05,0 days 00:00:05,11.303869332846752,2.2607738665693504,0.2761393066811285,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
27,39.896048,116.35551,0.0,2010-11-28 13:24:10,0 days 00:00:05,18.207351999874966,3.641470399974993,-0.5101908068538201,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
28,39.89621,116.355477,0.0,2010-11-28 13:24:15,0 days 00:00:05,5.452581828529463,1.0905163657058927,0.5332437836938598,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
29,39.896232,116.35542,0.0,2010-11-28 13:24:20,0 days 00:00:05,18.78367642087596,3.7567352841751918,0.3361648749787786,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
30,39.89618,116.355211,0.0,2010-11-28 13:24:25,0 days 00:00:05,27.187798295345424,5.437559659069085,8.303225761635316,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
31,39.896147,116.354896,0.0,2010-11-28 13:24:30,0 days 00:00:05,234.76844233622836,46.95368846724567,-7.203271581632892,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
32,39.898259,116.354765,0.0,2010-11-28 13:24:35,0 days 00:00:05,54.686652795406054,10.93733055908121,0.43187320828000997,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
33,39.898334,116.354133,0.0,2010-11-28 13:24:40,0 days 00:00:05,65.4834830024063,13.09669660048126,0.11455843246772623,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
34,39.898512,116.353403,0.0,2010-11-28 13:24:45,0 days 00:00:05,68.34744381409946,13.669488762819892,0.2329512157393488,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
35,39.898449,116.352608,0.0,2010-11-28 13:24:50,0 days 00:00:05,74.17122420758318,14.834244841516636,-0.11745717732955256,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
36,39.898292,116.351765,0.0,2010-11-28 13:24:55,0 days 00:00:05,71.23479477434437,14.246958954868873,-0.0202217848474902,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
37,39.898116,116.350964,0.0,2010-11-28 13:25:00,0 days 00:00:05,70.72925015315711,14.145850030631422,0.2561822364802122,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
38,39.89783,116.350225,0.0,2010-11-28 13:25:05,0 days 00:00:05,77.13380606516242,15.426761213032483,0.02802747372577592,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
39,39.897467,116.349456,0.0,2010-11-28 13:25:10,0 days 00:00:05,77.83449290830681,15.566898581661363,-0.05023069835916836,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
40,39.897171,116.348631,0.0,2010-11-28 13:25:15,0 days 00:00:05,76.5787254493276,15.315745089865521,-0.3657035997770105,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
41,39.897011,116.34776,0.0,2010-11-28 13:25:20,0 days 00:00:05,67.43613545490234,13.487227090980468,-0.07338520970599234,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
42,39.896899,116.346985,0.0,2010-11-28 13:25:25,0 days 00:00:05,65.60150521225253,13.120301042450507,0.3459869508702894,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
43,39.896891,116.346218,0.0,2010-11-28 13:25:30,0 days 00:00:05,74.25117898400977,14.850235796801954,0.01640220796647789,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
44,39.896805,116.345357,0.0,2010-11-28 13:25:35,0 days 00:00:05,74.66123418317171,14.932246836634343,-0.1879664725048425,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
45,39.89672,116.344491,0.0,2010-11-28 13:25:40,0 days 00:00:05,69.96207237055066,13.99241447411013,-1.354027843294686,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
46,39.896688,116.343674,0.0,2010-11-28 13:25:45,0 days 00:00:05,36.11137628818351,7.222275257636701,0.37918539869447443,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
47,39.896734,116.343256,0.0,2010-11-28 13:25:50,0 days 00:00:05,45.59101125554537,9.118202251109073,0.21210595414859448,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
48,39.897142,116.343316,0.0,2010-11-28 13:25:55,0 days 00:00:05,50.89366010926023,10.178732021852046,-0.35211201868857034,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
49,39.89757,116.343103,0.0,2010-11-28 13:26:00,0 days 00:00:05,42.09085964204597,8.418171928409194,-0.3935894055780341,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
50,39.89772,116.342651,0.0,2010-11-28 13:26:05,0 days 00:00:05,32.25112450259512,6.450224900519023,1.5498316189904149,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
51,39.89747,116.342459,0.0,2010-11-28 13:26:10,0 days 00:00:05,70.99691497735549,14.199382995471098,-0.19502264955598392,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
52,39.89684,116.342601,0.0,2010-11-28 13:26:15,0 days 00:00:05,66.1213487384559,13.224269747691178,-0.0023812410085461977,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
53,39.896249,116.342696,0.0,2010-11-28 13:26:20,0 days 00:00:05,66.06181771324223,13.212363542648447,-0.1747194329350105,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
54,39.895676,116.342488,0.0,2010-11-28 13:26:25,0 days 00:00:05,61.69383188986697,12.338766377973394,0.4095335166831749,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
55,39.895125,116.342395,0.0,2010-11-28 13:26:30,0 days 00:00:05,71.93216980694635,14.386433961389269,-0.23864837837154304,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
56,39.894478,116.342438,0.0,2010-11-28 13:26:35,0 days 00:00:05,65.96596034765777,13.193192069531554,-0.07920884243629196,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
57,39.893886,116.342503,0.0,2010-11-28 13:26:40,0 days 00:00:05,63.98573928675047,12.797147857350094,0.18116192814592863,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
58,39.893314,116.342594,0.0,2010-11-28 13:26:45,0 days 00:00:05,68.51478749039869,13.702957498079737,0.12421414331378458,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
59,39.892697,116.342606,0.0,2010-11-28 13:26:50,0 days 00:00:05,71.6201410732433,14.32402821464866,-0.030905884911719993,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
60,39.892052,116.342615,0.0,2010-11-28 13:26:55,0 days 00:00:05,70.8474939504503,14.16949879009006,0.22137133507904067,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
61,39.891414,116.342628,0.0,2010-11-28 13:27:00,0 days 00:00:05,76.38177732742632,15.276355465485263,-0.8910482417191155,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
62,39.890741,116.342443,0.0,2010-11-28 13:27:05,0 days 00:00:05,54.10557128444843,10.821114256889686,0.2143239493519964,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
63,39.890259,116.34235,0.0,2010-11-28 13:27:10,0 days 00:00:05,59.46367001824834,11.892734003649668,-0.07420355519164304,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
64,39.889791,116.342012,0.0,2010-11-28 13:27:15,0 days 00:00:05,57.60858113845727,11.521716227691453,-0.4353737584822824,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
65,39.889308,116.341766,0.0,2010-11-28 13:27:20,0 days 00:00:05,46.7242371764002,9.344847435280041,-0.31356065839721037,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
66,39.888888,116.3418,0.0,2010-11-28 13:27:25,0 days 00:00:05,38.885220716469945,7.777044143293989,-0.2162326205822458,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
67,39.888548,116.341691,0.0,2010-11-28 13:27:30,0 days 00:00:05,33.4794052019138,6.69588104038276,0.3441306883666481,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
68,39.888413,116.341341,0.0,2010-11-28 13:27:35,0 days 00:00:05,42.082672411080004,8.416534482216,0.8305090994785267,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
69,39.888411,116.340849,0.0,2010-11-28 13:27:40,0 days 00:00:05,62.84539989804317,12.569079979608635,0.40529658449379297,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
70,39.888516,116.340127,0.0,2010-11-28 13:27:45,0 days 00:00:05,72.977814510388,14.5955629020776,0.2505117501846911,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
71,39.888607,116.339282,0.0,2010-11-28 13:27:50,0 days 00:00:05,79.24060826500528,15.848121653001055,-0.1539081100006147,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
72,39.888691,116.338362,0.0,2010-11-28 13:27:55,0 days 00:00:05,75.3929055149899,15.078581102997981,-0.14825751455732608,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
73,39.88873,116.337482,0.0,2010-11-28 13:28:00,0 days 00:00:05,71.68646765105676,14.337293530211351,-0.010003441890512476,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
74,39.888741,116.336644,0.0,2010-11-28 13:28:05,0 days 00:00:05,71.43638160379395,14.287276320758789,-0.20158201075083043,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
75,39.888727,116.335809,0.0,2010-11-28 13:28:10,0 days 00:00:05,66.39683133502318,13.279366267004637,0.15659950909290998,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
76,39.888743,116.335033,0.0,2010-11-28 13:28:15,0 days 00:00:05,70.31181906234593,14.062363812469187,-0.16032604929756858,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
77,39.888775,116.334212,0.0,2010-11-28 13:28:20,0 days 00:00:05,66.30366782990671,13.260733565981344,-0.3653507222274531,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
78,39.888837,116.333441,0.0,2010-11-28 13:28:25,0 days 00:00:05,57.16989977422039,11.433979954844078,-0.3457391905221751,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
79,39.888896,116.332777,0.0,2010-11-28 13:28:30,0 days 00:00:05,48.52642001116602,9.705284002233203,-0.5367087476416357,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
80,39.888842,116.332214,0.0,2010-11-28 13:28:35,0 days 00:00:05,35.10870132012512,7.021740264025024,-0.6071749313335435,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
81,39.888756,116.331819,0.0,2010-11-28 13:28:40,0 days 00:00:05,19.929328036786536,3.985865607357307,-0.4515942082001766,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
82,39.888755,116.331586,0.0,2010-11-28 13:28:45,0 days 00:00:05,8.63947283178212,1.727894566356424,-0.23010511769254535,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
83,39.888754,116.331485,0.0,2010-11-28 13:28:50,0 days 00:00:05,2.8868448894684864,0.5773689778936972,0.1916217963047584,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
84,39.88878,116.331485,0.0,2010-11-28 13:28:55,0 days 00:00:05,7.6773897970874465,1.5354779594174892,0.2853549665170266,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
85,39.88883,116.331423,0.0,2010-11-28 13:29:00,0 days 00:00:05,14.81126396001311,2.962252792002622,0.5891111966663176,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
86,39.888891,116.331269,0.0,2010-11-28 13:29:05,0 days 00:00:05,29.53904387667105,5.90780877533421,0.7210911869455551,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
87,39.888928,116.330927,0.0,2010-11-28 13:29:10,0 days 00:00:05,47.56632355030993,9.513264710061986,0.4681388407282533,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
88,39.888919,116.330371,0.0,2010-11-28 13:29:15,0 days 00:00:05,59.26979456851626,11.853958913703252,0.120223877667366,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
89,39.888891,116.329679,0.0,2010-11-28 13:29:20,0 days 00:00:05,62.27539151020041,12.455078302040082,0.2106608364254395,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
90,39.888882,116.328951,0.0,2010-11-28 13:29:25,0 days 00:00:05,67.5419124208364,13.50838248416728,0.2899818767200525,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
91,39.888857,116.328162,0.0,2010-11-28 13:29:30,0 days 00:00:05,74.79145933883771,14.958291867767542,0.21376091147703988,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
92,39.888836,116.327288,0.0,2010-11-28 13:29:35,0 days 00:00:05,80.1354821257637,16.02709642515274,0.2106853963618704,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
93,39.888882,116.326353,0.0,2010-11-28 13:29:40,0 days 00:00:05,85.40261703481048,17.080523406962094,0.05856699914743189,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
94,39.888906,116.325355,0.0,2010-11-28 13:29:45,0 days 00:00:05,86.86679201349627,17.373358402699253,-0.0291542545620203,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
95,39.888933,116.32434,0.0,2010-11-28 13:29:50,0 days 00:00:05,86.13793564944575,17.22758712988915,-0.4836790520426085,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
96,39.888923,116.323333,0.0,2010-11-28 13:29:55,0 days 00:00:05,74.04595934838055,14.80919186967611,-1.5111001426352204,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
97,39.888896,116.322468,0.0,2010-11-28 13:30:00,0 days 00:00:05,36.268455782500034,7.253691156500007,-1.0356890275944013,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
98,39.888857,116.322047,0.0,2010-11-28 13:30:05,0 days 00:00:05,10.376230092640002,2.0752460185280004,0.026747034702626404,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
99,39.888891,116.321934,0.0,2010-11-28 13:30:10,0 days 00:00:05,11.044905960205663,2.2089811920411324,0.14200643581364422,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
100,39.888873,116.322061,0.0,2010-11-28 13:30:15,0 days 00:00:05,14.595066855546769,2.9190133711093535,1.0525489997427981,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
101,39.8889,116.321894,0.0,2010-11-28 13:30:20,0 days 00:00:05,40.90879184911672,8.181758369823344,-0.1889789739175491,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
102,39.888927,116.321417,0.0,2010-11-28 13:30:25,0 days 00:00:05,36.18431750117799,7.236863500235598,-0.7868263174742454,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
103,39.888932,116.320994,0.0,2010-11-28 13:30:30,0 days 00:00:05,16.51365956432186,3.3027319128643717,-0.5281191707715058,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
104,39.888928,116.320801,0.0,2010-11-28 13:30:35,0 days 00:00:05,3.3106802950342127,0.6621360590068426,-0.042557902547764793,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
105,39.888899,116.32081,0.0,2010-11-28 13:30:40,0 days 00:00:05,2.246732731340093,0.4493465462680186,0.06474174752611288,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
106,39.888917,116.320798,0.0,2010-11-28 13:30:45,0 days 00:00:05,3.8652764194929152,0.773055283898583,-0.033917586986496204,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
107,39.888946,116.320773,0.0,2010-11-28 13:30:50,0 days 00:00:05,3.01733674483051,0.603467348966102,-0.1206934697932204,20101128132300,,2.419704804706462,1.0869467755986955,46.95368846724567,-0.007753610860960317,-0.0024244840633989686,8.303225761635316,2
